N,P,K,temperature,humidity,ph,rainfall,label
22.29,53.34,19.12,23.32,66.79,6.07,37.4,lentil
30.32,73.79,16.07,27.24,65.09,6.75,44.65,lentil
11.74,66.55,22.65,21.32,64.03,6.4,30.5,lentil
37.95,61.87,21.26,23.74,68.14,6.56,43.83,lentil
21.92,72.49,15.32,25.94,62.25,6.79,45.81,lentil
31.53,68.01,15.62,21.42,66.68,6.5,50.9,lentil
30.02,61.46,18.01,24.31,59.21,6.91,47.21,lentil
35.17,57.62,23.11,30.69,61.7,6.66,45.01,lentil
17.85,70.58,22.08,22.2,67.91,5.99,37.53,lentil
28.35,67.66,18.21,26.43,66.33,6.69,44.38,lentil
31.27,64.71,25.13,21.56,70.26,6.46,38.12,lentil
36.05,68.29,22.13,27.67,65.84,6.29,49.88,lentil
27.5,71.79,14.62,25.34,63.4,6.9,48.12,lentil
29.0,70.54,17.5,28.87,69.98,6.56,52.95,lentil
23.94,62.52,20.1,25.3,64.02,6.6,46.53,lentil
21.26,70.74,22.16,24.51,67.88,6.12,47.34,lentil
20.19,60.54,18.42,21.17,63.63,6.39,49.19,lentil
25.49,57.59,22.85,21.49,64.85,6.57,46.0,lentil
34.34,70.49,17.85,30.54,65.49,6.41,49.82,lentil
29.06,70.0,26.23,23.17,64.21,6.48,50.36,lentil
18.08,55.22,18.53,19.1,63.94,6.59,40.55,lentil
18.58,67.93,22.16,18.92,67.05,6.67,49.77,lentil
35.12,81.26,19.11,24.33,63.96,6.45,52.66,lentil
19.09,62.12,23.44,27.06,64.09,6.68,46.71,lentil
36.88,67.97,22.56,31.93,66.5,6.46,48.61,lentil
25.22,82.42,20.45,23.18,62.91,6.75,49.34,lentil
24.39,71.1,16.23,24.55,66.13,6.92,41.15,lentil
19.51,61.9,16.66,28.01,68.87,6.54,51.11,lentil
28.34,66.91,19.17,23.07,61.13,6.52,44.8,lentil
32.16,68.08,19.59,21.39,65.18,6.65,39.28,lentil
28.05,68.96,18.2,22.24,65.58,6.14,46.75,lentil
21.9,74.14,25.84,21.42,66.34,6.25,50.2,lentil
19.59,70.5,17.82,23.38,62.42,6.68,40.82,lentil
30.95,65.35,19.71,24.44,63.1,6.51,52.65,lentil
22.64,74.82,23.75,21.55,61.36,6.53,42.26,lentil
39.18,67.72,17.99,20.56,67.72,6.29,45.22,lentil
33.47,64.47,19.89,23.95,66.71,6.61,43.9,lentil
27.9,65.18,16.31,24.77,69.73,6.21,41.13,lentil
22.06,72.03,21.12,23.52,62.7,6.48,37.18,lentil
28.4,72.95,16.87,19.4,68.95,6.28,50.68,lentil
26.54,66.49,21.1,21.35,65.33,6.35,38.4,lentil
29.61,65.85,19.61,20.37,68.98,6.69,49.82,lentil
25.59,56.69,24.88,23.82,63.13,6.56,50.84,lentil
27.36,75.49,22.71,20.77,63.32,6.71,31.44,lentil
26.57,58.56,18.81,23.1,64.1,6.3,39.51,lentil
41.82,79.17,17.09,28.75,64.0,6.49,44.68,lentil
23.38,73.65,20.31,22.57,61.74,6.2,36.79,lentil
27.58,60.02,19.34,28.11,68.0,6.44,44.56,lentil
39.25,70.75,19.18,19.72,65.98,6.68,41.84,lentil
29.32,65.23,19.54,16.54,64.45,6.72,41.84,lentil
27.83,62.78,20.9,23.35,62.65,6.82,49.64,lentil
23.72,70.61,21.34,25.93,60.76,6.73,42.15,lentil
25.26,83.99,20.75,22.84,59.49,6.83,38.27,lentil
21.23,65.43,23.54,26.32,64.61,6.53,42.0,lentil
28.37,67.96,22.42,26.9,66.23,6.35,48.71,lentil
26.93,60.74,18.99,24.25,67.28,6.4,38.95,lentil
27.85,68.21,20.46,26.76,67.55,6.29,41.92,lentil
21.0,71.87,23.62,23.05,64.4,6.85,47.53,lentil
30.23,60.06,21.7,21.21,62.16,6.35,42.07,lentil
26.12,12.8,42.4,23.47,85.13,6.77,103.57,pomegranate
32.86,19.66,40.07,21.18,93.03,5.82,107.82,pomegranate
34.38,23.58,45.81,20.57,92.39,6.3,109.7,pomegranate
27.45,18.06,43.27,20.64,86.47,6.13,107.86,pomegranate
36.2,20.56,43.3,19.12,88.89,6.23,105.66,pomegranate
28.03,23.45,38.89,21.74,89.89,5.96,105.66,pomegranate
26.6,19.17,40.08,21.63,88.92,6.89,102.49,pomegranate
22.99,33.9,37.41,19.13,91.84,5.47,105.29,pomegranate
40.91,12.28,35.05,18.88,92.25,6.83,104.46,pomegranate
31.77,26.95,44.47,21.07,84.25,6.0,104.72,pomegranate
25.88,19.06,42.8,23.73,89.57,6.82,107.07,pomegranate
27.9,24.53,40.18,25.1,86.4,6.13,105.62,pomegranate
30.25,26.34,39.94,19.01,92.11,6.67,100.17,pomegranate
27.48,12.05,38.34,19.92,92.02,6.4,102.14,pomegranate
33.0,12.83,40.83,20.08,89.09,6.56,107.56,pomegranate
35.86,19.59,40.77,20.73,90.45,6.54,105.71,pomegranate
16.23,21.66,40.91,20.31,86.79,6.98,107.47,pomegranate
26.07,14.31,37.95,23.78,90.34,6.12,107.53,pomegranate
22.41,27.5,43.38,20.68,88.43,5.24,101.56,pomegranate
19.13,20.68,39.18,19.15,89.3,6.56,107.58,pomegranate
15.63,19.36,36.54,23.08,91.96,5.97,103.7,pomegranate
24.62,8.74,40.84,21.02,92.43,5.88,104.14,pomegranate
18.08,14.98,37.05,23.24,88.25,6.4,104.86,pomegranate
19.57,19.16,41.5,19.39,92.02,5.99,104.55,pomegranate
30.82,16.68,40.09,20.95,90.32,5.34,100.51,pomegranate
31.35,25.19,37.72,21.07,90.74,6.64,99.92,pomegranate
21.96,18.34,41.76,25.87,89.43,5.75,107.21,pomegranate
35.76,20.54,37.73,23.18,91.66,5.91,107.14,pomegranate
33.73,25.91,39.83,20.87,93.07,5.84,107.32,pomegranate
18.94,25.33,39.35,23.72,91.23,5.83,110.27,pomegranate
37.2,24.41,38.1,20.96,90.36,6.05,111.08,pomegranate
28.4,6.48,40.85,20.89,89.81,6.19,108.42,pomegranate
34.5,21.42,39.15,21.43,90.05,6.01,107.74,pomegranate
30.38,27.7,43.14,20.3,92.05,5.95,108.09,pomegranate
24.27,14.88,40.7,16.82,85.62,6.27,106.25,pomegranate
25.19,12.1,37.96,22.18,91.45,6.34,109.47,pomegranate
29.98,16.26,39.3,19.04,89.73,6.82,108.06,pomegranate
36.26,18.49,43.37,21.16,93.68,6.34,108.12,pomegranate
36.72,19.03,40.55,23.76,89.67,5.79,112.43,pomegranate
24.56,20.79,42.89,20.44,87.48,6.46,100.62,pomegranate
25.7,21.23,39.33,18.8,93.99,6.39,110.29,pomegranate
25.87,15.6,40.67,21.12,87.06,6.97,104.13,pomegranate
16.0,26.64,38.74,20.44,85.59,7.09,102.13,pomegranate
27.87,24.56,41.05,21.4,85.75,6.01,106.56,pomegranate
22.58,21.02,41.7,23.18,86.93,7.28,108.3,pomegranate
27.49,25.45,45.91,18.98,89.44,5.34,106.58,pomegranate
29.78,19.8,38.36,17.91,90.93,6.97,104.23,pomegranate
30.25,12.16,41.14,20.81,88.09,6.03,104.82,pomegranate
29.89,13.44,39.01,21.43,87.25,7.11,103.44,pomegranate
23.32,15.11,44.5,22.47,87.66,6.82,106.6,pomegranate
29.11,18.28,38.13,22.09,88.64,7.12,102.19,pomegranate
37.1,19.44,40.75,22.96,88.42,6.72,97.88,pomegranate
23.0,15.38,36.87,21.12,90.96,6.65,106.72,pomegranate
23.34,21.85,40.31,23.14,91.94,6.36,103.31,pomegranate
23.42,17.25,39.21,21.97,91.79,6.33,106.05,pomegranate
28.4,17.42,37.69,18.43,88.26,6.55,103.89,pomegranate
26.01,22.33,41.3,19.61,92.49,6.83,102.61,pomegranate
22.35,25.96,39.63,17.62,86.5,6.24,102.51,pomegranate
24.92,20.16,43.66,20.99,92.68,6.96,110.3,pomegranate
29.28,10.18,41.15,23.33,89.8,7.09,108.58,pomegranate
31.05,25.43,40.83,17.14,88.75,6.86,103.58,pomegranate
26.1,14.78,44.46,24.44,87.79,6.41,103.96,pomegranate
31.34,22.55,42.03,22.08,97.34,5.91,100.87,pomegranate
25.04,12.16,36.27,19.75,87.69,5.94,107.55,pomegranate
24.34,19.1,42.24,20.16,89.34,6.51,100.18,pomegranate
12.59,21.73,41.23,25.11,90.4,6.7,105.41,pomegranate
29.36,28.34,34.69,22.22,95.34,6.47,110.95,pomegranate
23.57,19.84,40.08,17.62,87.08,5.88,108.47,pomegranate
32.95,21.62,42.06,21.21,93.0,6.35,106.17,pomegranate
25.84,23.42,38.95,23.21,87.17,5.88,108.06,pomegranate
26.95,17.73,42.23,20.44,89.5,6.94,110.62,pomegranate
37.33,18.59,43.08,19.84,87.73,5.35,111.02,pomegranate
22.1,19.37,37.72,22.72,89.06,5.8,107.32,pomegranate
18.54,15.81,34.73,19.01,90.45,5.52,101.56,pomegranate
27.49,17.28,44.98,24.71,87.83,6.59,108.25,pomegranate
23.77,12.52,39.97,21.2,88.91,6.54,103.75,pomegranate
20.3,20.55,40.96,19.44,92.32,5.6,104.27,pomegranate
25.89,16.82,38.59,24.77,87.87,7.39,107.31,pomegranate
28.08,22.38,46.32,19.76,87.2,6.03,106.1,pomegranate
16.71,20.11,44.23,21.76,89.27,6.09,108.7,pomegranate
22.34,29.23,44.83,21.95,89.97,6.79,109.28,pomegranate
22.46,17.37,36.69,22.22,91.67,5.78,104.63,pomegranate
19.08,15.51,41.38,20.22,89.25,5.66,106.56,pomegranate
27.22,16.36,39.53,21.82,87.96,5.72,111.42,pomegranate
23.54,19.52,42.53,27.68,86.89,6.54,103.88,pomegranate
24.13,16.4,37.19,21.43,86.31,6.75,106.17,pomegranate
30.14,17.67,39.08,22.0,87.09,6.2,103.42,pomegranate
21.93,9.45,43.35,20.3,92.91,6.8,102.14,pomegranate
20.7,32.8,44.38,21.44,90.64,6.08,107.3,pomegranate
23.02,9.84,36.7,21.54,87.17,6.32,102.78,pomegranate
22.61,24.27,40.62,21.48,92.2,6.55,110.34,pomegranate
24.63,17.85,36.75,20.75,92.41,6.9,108.88,pomegranate
16.29,25.42,35.4,23.07,89.08,6.65,102.0,pomegranate
34.82,12.68,38.33,19.75,85.61,6.39,111.42,pomegranate
44.17,20.49,42.79,21.91,91.25,6.2,106.59,pomegranate
30.86,17.11,39.81,21.4,92.07,5.9,105.85,pomegranate
39.45,25.82,43.37,21.54,90.8,6.78,110.68,pomegranate
15.3,13.42,43.27,21.02,88.32,5.82,104.33,pomegranate
18.74,30.46,39.94,21.4,91.47,6.76,108.84,pomegranate
34.21,16.85,39.26,22.85,88.68,6.35,107.2,pomegranate
107.85,71.39,51.79,27.21,81.77,6.19,117.06,banana
113.53,90.92,53.61,27.86,80.08,6.22,110.49,banana
96.91,85.03,49.91,26.43,83.23,6.01,120.37,banana
83.75,79.02,50.08,28.92,81.0,6.08,96.55,banana
88.43,84.52,46.59,26.84,81.25,5.75,117.04,banana
112.24,72.68,47.67,24.64,78.04,6.19,101.9,banana
104.61,72.99,51.99,26.81,80.03,5.98,95.46,banana
88.47,88.55,51.0,28.81,80.81,6.04,92.05,banana
97.3,82.33,54.88,28.36,83.84,6.15,99.67,banana
101.17,83.98,47.65,27.02,79.49,6.4,89.39,banana
112.06,76.65,46.57,28.97,81.83,6.31,111.01,banana
120.6,85.99,49.61,27.93,83.11,5.81,100.11,banana
96.91,69.35,50.35,25.14,80.13,6.22,101.42,banana
116.77,73.37,52.98,28.34,75.71,6.68,104.52,banana
91.23,73.71,49.45,27.34,80.26,5.93,109.75,banana
96.12,70.41,49.63,24.54,80.88,5.76,106.23,banana
113.14,76.57,52.65,26.96,84.38,5.91,98.7,banana
106.87,79.78,47.9,26.9,79.89,6.34,90.49,banana
100.23,86.41,50.48,29.14,79.81,5.95,109.44,banana
100.99,80.06,51.29,26.68,78.47,5.87,115.15,banana
67.79,84.97,50.09,25.4,80.77,6.12,109.42,banana
73.48,91.04,48.16,28.36,81.85,5.78,109.95,banana
96.15,69.55,52.92,26.53,77.86,5.9,107.04,banana
99.43,85.93,46.65,26.57,79.71,6.47,104.15,banana
110.85,82.74,48.79,27.19,79.58,6.15,115.31,banana
103.6,89.92,47.59,26.98,78.19,6.08,102.31,banana
107.3,76.68,50.11,28.36,74.84,6.53,102.88,banana
79.75,83.49,50.08,27.4,82.48,6.19,107.23,banana
104.5,81.85,54.44,25.65,80.35,6.02,111.1,banana
91.56,71.6,50.39,27.85,83.72,5.68,113.66,banana
123.67,80.14,46.77,26.99,80.04,6.14,100.56,banana
115.55,75.53,45.65,28.88,74.31,5.95,128.38,banana
99.88,75.5,49.86,27.44,80.4,6.17,97.21,banana
116.88,84.03,51.82,26.71,83.22,5.94,107.08,banana
90.67,76.27,51.72,26.95,77.87,5.84,110.24,banana
93.71,81.76,50.04,25.1,76.32,6.08,99.47,banana
110.57,88.54,51.8,29.77,79.79,6.16,100.62,banana
124.52,94.9,50.03,27.98,83.4,5.96,100.08,banana
108.74,82.99,50.46,26.46,75.71,6.06,111.79,banana
97.74,91.48,48.24,26.18,79.83,5.98,110.77,banana
92.25,91.05,54.92,27.45,83.12,5.74,113.06,banana
110.47,87.9,49.96,23.81,78.4,5.84,97.66,banana
101.22,79.88,47.94,26.18,78.21,6.28,100.04,banana
94.85,79.65,50.85,28.07,72.39,6.26,115.77,banana
89.5,76.42,48.87,26.55,80.56,5.51,96.62,banana
115.39,76.7,53.11,27.94,75.48,6.16,104.12,banana
95.45,84.03,51.19,28.38,82.95,6.1,94.68,banana
95.26,100.89,51.81,30.46,83.49,6.06,107.26,banana
99.63,71.64,50.05,29.01,78.5,6.1,111.39,banana
90.9,79.68,47.46,26.47,76.78,5.77,115.65,banana
90.85,83.29,48.74,28.97,83.28,6.22,107.3,banana
97.69,75.05,54.86,26.55,81.66,6.26,100.84,banana
110.38,87.28,54.32,26.91,76.79,5.87,106.57,banana
100.58,80.04,45.23,28.09,84.93,6.12,109.57,banana
105.72,84.98,52.33,27.99,79.22,5.8,103.13,banana
103.14,80.52,50.79,28.05,82.08,6.32,105.59,banana
86.92,80.34,50.11,25.21,83.47,6.04,107.86,banana
113.66,78.56,51.44,27.36,79.54,5.81,117.49,banana
96.24,86.87,45.31,28.97,82.63,6.02,103.3,banana
104.0,96.8,45.59,28.48,77.72,6.0,103.14,banana
95.72,82.43,47.16,28.79,75.51,6.13,102.55,banana
88.29,83.76,46.11,27.55,76.44,6.12,98.07,banana
95.49,84.34,48.07,27.43,76.22,6.16,118.24,banana
127.92,83.07,51.97,25.27,83.76,6.19,101.37,banana
112.37,80.91,48.85,28.09,77.34,6.26,97.08,banana
89.5,76.81,51.9,26.73,76.63,5.85,104.76,banana
88.19,75.3,55.28,26.42,79.19,5.91,101.84,banana
106.21,88.43,49.24,25.95,83.19,5.98,117.98,banana
77.54,83.72,54.8,27.06,79.44,6.07,100.81,banana
96.88,80.39,48.43,29.04,81.15,6.06,111.06,banana
97.36,77.66,48.49,27.5,77.35,5.87,101.13,banana
121.25,65.16,49.55,29.66,80.3,6.19,105.75,banana
93.33,68.49,50.51,26.53,78.0,5.88,118.09,banana
124.05,83.86,48.84,26.03,81.17,6.45,103.14,banana
76.21,86.69,52.46,25.52,80.44,6.11,104.45,banana
92.09,88.85,48.99,25.64,74.88,6.32,109.62,banana
100.88,79.75,48.68,26.16,78.92,5.47,99.48,banana
96.89,86.31,49.9,28.49,83.37,6.26,108.53,banana
100.12,76.37,51.85,29.6,80.86,6.48,93.56,banana
88.46,87.85,50.66,29.14,79.96,5.78,103.4,banana
84.67,75.45,52.43,28.59,80.91,5.57,102.31,banana
87.75,89.85,48.54,26.14,80.07,5.84,116.13,banana
92.65,73.75,44.62,27.46,78.6,5.64,113.92,banana
106.67,82.32,53.41,28.33,77.94,5.74,111.13,banana
103.96,83.56,47.88,28.26,78.11,5.97,115.85,banana
93.39,72.67,47.37,28.74,80.64,5.97,101.18,banana
104.85,77.19,50.76,26.59,77.76,5.84,102.18,banana
99.51,83.97,40.78,26.49,79.02,6.38,96.9,banana
101.63,91.84,46.72,27.99,77.99,5.87,98.98,banana
92.68,99.51,52.11,28.88,81.23,5.6,107.96,banana
110.73,77.17,52.41,28.38,84.63,5.9,96.77,banana
96.38,91.47,45.43,24.91,80.22,5.89,105.06,banana
109.45,79.05,45.32,30.06,77.51,5.74,113.28,banana
96.16,82.1,51.21,28.85,79.17,6.38,88.98,banana
107.6,77.25,53.43,27.68,78.32,6.17,111.7,banana
106.42,76.06,48.79,27.49,79.9,6.19,89.89,banana
103.34,80.69,47.9,26.57,79.46,5.1,99.74,banana
91.24,85.83,47.99,27.23,83.86,6.25,111.77,banana
95.0,85.89,49.42,27.25,81.02,5.85,116.2,banana
98.4,86.36,53.64,28.79,76.48,6.11,111.38,banana
33.07,20.54,28.36,33.74,48.1,5.56,97.88,mango
27.2,22.96,27.81,32.25,46.67,5.6,91.67,mango
35.62,31.67,28.21,34.15,49.25,4.98,89.14,mango
36.49,28.53,30.03,35.18,46.42,4.95,81.92,mango
29.83,28.54,33.86,32.05,48.99,5.75,90.59,mango
17.05,44.44,31.3,31.97,51.54,6.19,89.3,mango
23.55,31.25,30.96,29.68,53.55,5.93,93.65,mango
36.2,27.64,30.79,33.32,48.19,5.78,90.63,mango
21.52,41.99,26.48,28.58,53.29,6.2,84.87,mango
31.3,36.67,29.92,37.35,45.69,6.18,95.83,mango
33.07,26.22,29.27,32.5,52.04,6.13,95.2,mango
21.13,26.08,27.65,30.63,52.54,5.82,103.03,mango
28.71,27.87,30.27,30.06,49.86,6.45,90.57,mango
22.54,21.72,28.87,31.67,52.98,4.91,88.4,mango
28.4,16.04,27.92,29.97,48.01,5.87,89.2,mango
24.03,30.17,34.31,35.19,45.19,6.11,89.11,mango
28.47,25.01,30.29,31.84,48.55,5.19,87.76,mango
28.96,31.24,32.13,30.39,50.71,6.35,95.83,mango
27.13,26.12,30.48,28.91,49.52,6.22,93.21,mango
25.81,28.86,27.94,33.08,49.81,5.58,88.19,mango
27.11,24.7,31.65,30.61,53.98,6.67,85.54,mango
27.94,23.43,29.18,36.01,49.23,5.98,92.71,mango
21.25,22.16,26.98,29.51,42.87,6.09,100.27,mango
28.42,18.65,28.39,30.47,47.46,6.29,94.05,mango
20.28,32.03,33.82,35.78,57.16,5.19,104.12,mango
25.29,23.8,30.82,30.19,51.0,4.92,88.81,mango
35.53,27.14,30.35,32.57,52.93,4.72,92.92,mango
25.82,28.54,32.65,28.81,47.47,4.54,87.25,mango
35.82,26.75,26.65,30.41,46.28,5.05,91.94,mango
20.16,34.45,29.82,31.69,49.3,6.23,93.92,mango
29.59,31.03,29.47,32.72,49.16,5.75,88.63,mango
24.64,23.19,31.17,34.45,52.93,4.96,96.45,mango
25.51,31.25,27.73,31.82,50.78,4.82,93.04,mango
35.91,26.41,33.4,31.07,52.12,4.36,102.09,mango
36.85,25.72,25.07,32.15,46.39,6.03,92.06,mango
21.62,34.51,32.01,33.7,50.02,4.87,94.89,mango
25.81,18.81,33.38,36.22,49.9,7.1,90.46,mango
25.12,23.56,34.09,29.74,51.84,5.4,87.7,mango
33.94,25.12,28.99,34.05,53.99,6.15,86.73,mango
24.31,28.0,30.8,29.28,51.81,5.8,81.42,mango
21.69,24.35,29.82,35.75,50.6,5.22,91.1,mango
25.3,29.53,31.45,34.22,49.94,6.77,94.54,mango
23.08,41.31,30.82,29.62,54.13,7.05,89.83,mango
24.35,26.42,31.79,34.38,51.43,5.81,97.49,mango
25.54,33.94,29.28,32.47,49.72,5.72,88.11,mango
35.91,22.92,28.15,36.27,52.44,4.26,87.17,mango
16.18,21.56,22.15,31.19,47.15,5.79,81.87,mango
28.02,24.91,33.75,34.68,51.96,5.55,99.93,mango
17.79,18.73,29.79,36.57,49.49,5.64,82.79,mango
33.41,33.46,31.97,30.08,48.23,4.94,90.42,mango
20.75,20.14,28.94,30.4,48.66,6.04,90.4,mango
25.7,28.64,27.52,31.74,50.38,4.81,94.98,mango
21.99,28.06,32.91,33.58,50.09,5.52,94.74,mango
31.72,23.64,28.01,26.84,50.39,5.7,95.68,mango
29.74,35.84,28.26,34.06,48.68,6.24,82.71,mango
28.97,15.1,29.33,32.49,48.7,5.09,94.23,mango
26.85,24.44,30.1,37.43,52.88,6.48,92.18,mango
28.54,12.52,28.3,30.42,45.31,5.03,80.1,mango
27.26,32.62,32.77,32.43,47.59,4.54,81.22,mango
19.57,21.94,29.6,29.22,50.85,5.6,90.05,mango
34.63,20.12,31.05,31.47,49.17,6.3,94.4,mango
21.58,26.36,30.7,30.89,51.46,5.93,99.16,mango
17.94,26.73,27.73,32.86,45.96,5.97,86.85,mango
22.91,18.46,28.84,33.94,49.94,6.14,98.32,mango
29.15,24.01,31.17,30.28,48.74,4.8,94.63,mango
25.09,28.64,27.41,32.48,48.1,5.66,94.39,mango
32.44,27.36,25.58,38.23,54.36,6.2,86.23,mango
26.79,24.1,33.16,32.09,48.04,5.46,95.61,mango
37.5,37.05,31.89,30.93,41.9,5.94,89.99,mango
28.37,27.84,26.68,32.75,51.58,6.18,94.73,mango
31.28,24.94,29.82,31.71,50.27,6.37,93.22,mango
40.48,41.29,30.2,22.87,53.09,5.41,85.99,mango
25.01,24.71,31.53,27.99,47.31,5.96,93.11,mango
31.51,22.58,27.55,30.36,50.6,6.68,79.76,mango
26.12,19.17,25.87,33.68,51.36,6.03,94.61,mango
24.5,24.8,35.46,30.95,51.84,5.75,80.76,mango
14.72,23.88,32.64,33.27,52.29,5.13,98.08,mango
21.47,28.83,29.97,31.11,53.35,5.31,83.25,mango
27.62,25.0,38.44,33.02,48.98,5.09,80.6,mango
21.09,28.22,33.57,34.02,50.57,5.55,91.34,mango
24.26,38.24,29.53,31.31,44.46,5.63,94.18,mango
20.83,22.81,31.98,28.18,52.64,5.42,88.06,mango
20.48,29.86,36.15,33.26,47.84,6.46,88.42,mango
36.09,32.54,22.64,29.24,52.36,5.84,84.88,mango
23.54,15.59,29.78,36.47,52.01,7.12,94.41,mango
33.92,39.84,30.94,31.08,52.58,6.66,87.6,mango
22.99,28.37,32.08,33.3,46.44,6.94,86.79,mango
25.84,21.86,36.75,32.04,47.87,6.29,93.85,mango
26.33,32.75,27.94,30.39,44.97,4.92,99.04,mango
37.76,27.91,34.16,31.14,49.39,5.79,89.38,mango
26.16,34.65,30.38,33.1,52.58,5.99,85.15,mango
19.04,28.43,29.57,31.7,49.96,7.36,83.35,mango
15.06,29.58,29.06,32.21,51.46,6.55,82.46,mango
24.02,30.18,31.93,36.44,52.39,5.71,85.55,mango
23.97,23.8,31.64,32.08,46.69,5.48,94.39,mango
29.7,31.05,30.96,35.16,50.59,5.51,85.42,mango
29.06,12.25,29.54,31.04,46.59,5.17,94.05,mango
28.94,28.14,30.77,31.71,53.11,5.83,82.71,mango
37.69,29.81,28.53,28.68,50.99,5.68,97.87,mango
25.34,22.27,32.24,33.58,50.42,6.17,89.81,mango
122.34,139.78,201.56,22.65,88.38,5.41,75.2,grapes
102.94,128.58,199.9,22.83,87.52,5.74,68.48,grapes
114.22,134.34,199.84,24.74,83.63,5.87,68.58,grapes
129.44,128.76,197.83,28.91,84.92,6.21,64.1,grapes
102.21,129.17,198.08,23.37,83.41,6.19,66.42,grapes
121.5,133.49,200.49,23.81,86.28,5.8,72.75,grapes
117.63,124.3,200.47,17.19,86.66,6.55,64.55,grapes
123.32,121.53,201.13,16.91,83.44,5.72,70.25,grapes
130.07,132.65,197.84,36.72,83.12,5.46,69.22,grapes
108.95,138.68,199.05,28.83,88.5,5.7,65.38,grapes
119.24,142.11,198.35,19.24,86.2,5.86,68.07,grapes
104.48,145.0,196.63,21.43,84.92,6.48,62.53,grapes
139.84,137.23,201.04,16.12,86.43,5.82,72.25,grapes
110.29,131.79,198.61,16.1,86.85,6.13,72.03,grapes
102.2,139.15,205.0,20.39,89.74,5.93,62.35,grapes
116.94,139.05,197.9,19.2,86.48,6.0,69.69,grapes
122.38,135.5,198.92,25.85,82.68,6.32,65.12,grapes
131.29,131.04,200.5,20.04,82.46,5.56,63.54,grapes
116.76,133.82,202.53,20.43,82.8,5.64,69.3,grapes
133.83,140.41,201.77,29.11,89.24,6.08,69.92,grapes
116.79,123.99,198.29,23.93,85.15,6.48,67.8,grapes
131.79,129.78,199.22,13.37,83.14,6.13,67.53,grapes
129.43,133.63,199.12,41.19,84.77,6.29,66.0,grapes
127.1,138.3,200.52,8.0,85.05,6.31,69.48,grapes
124.46,121.74,198.2,27.29,86.03,6.3,66.96,grapes
124.06,132.6,197.53,8.0,86.08,6.04,65.18,grapes
103.81,136.44,199.34,28.45,89.66,5.46,64.88,grapes
117.91,141.59,195.91,39.49,85.34,5.98,66.76,grapes
115.64,139.05,197.33,26.76,84.04,5.81,77.2,grapes
124.19,136.33,202.84,12.63,89.38,5.37,64.62,grapes
115.41,136.14,200.55,22.67,84.97,5.76,61.89,grapes
127.27,136.84,203.96,17.68,86.73,5.93,71.96,grapes
130.22,133.82,199.15,31.69,86.62,5.83,62.52,grapes
117.11,141.97,202.87,15.1,82.08,6.32,63.24,grapes
125.09,128.65,204.04,17.84,87.86,6.05,68.45,grapes
100.3,118.73,199.45,25.98,82.19,5.73,69.61,grapes
125.63,131.64,201.95,14.61,84.11,6.41,67.76,grapes
121.26,145.0,196.5,30.37,89.16,5.92,70.72,grapes
110.18,128.21,200.96,30.39,87.8,6.39,67.25,grapes
131.94,130.36,202.26,25.66,86.11,6.11,61.48,grapes
108.76,133.14,195.78,30.65,87.18,6.08,63.3,grapes
133.8,145.0,200.37,28.08,85.5,6.13,67.05,grapes
119.65,138.16,205.0,12.8,84.74,5.7,73.47,grapes
114.12,123.48,201.6,37.95,86.66,6.05,69.03,grapes
134.15,127.04,199.72,20.38,82.08,5.92,71.65,grapes
125.67,136.53,200.37,28.19,83.0,5.92,68.22,grapes
122.78,134.5,199.65,20.98,92.89,6.23,69.05,grapes
117.67,129.68,199.67,26.34,80.3,5.61,65.11,grapes
122.07,131.0,203.7,12.14,83.12,6.38,67.99,grapes
128.85,145.0,198.27,23.21,84.32,5.51,66.34,grapes
128.81,135.88,201.55,21.0,83.36,6.32,65.64,grapes
122.94,133.52,203.65,31.77,81.76,5.7,69.67,grapes
119.36,129.66,202.54,25.5,85.13,6.19,66.09,grapes
135.69,127.57,201.64,35.47,81.56,5.91,71.78,grapes
131.57,131.43,198.16,31.65,87.96,5.71,62.99,grapes
122.25,136.43,199.25,29.43,83.22,5.47,65.91,grapes
120.63,130.78,197.1,9.47,83.71,6.22,72.21,grapes
131.88,127.4,197.12,27.97,86.59,6.1,59.95,grapes
111.33,132.31,201.22,30.14,85.36,6.08,67.82,grapes
126.86,134.46,200.16,21.85,85.2,6.12,68.5,grapes
123.81,140.89,200.66,18.81,87.21,5.66,63.44,grapes
123.36,135.73,196.89,20.94,83.48,5.88,71.04,grapes
127.07,132.38,198.64,13.2,88.55,6.15,64.85,grapes
127.2,132.06,199.28,27.48,83.15,5.91,67.96,grapes
115.01,136.68,204.67,17.97,80.84,5.5,66.94,grapes
113.37,133.8,200.33,11.17,80.46,6.07,68.01,grapes
115.74,122.14,201.18,34.18,85.69,5.79,67.67,grapes
106.34,139.11,200.2,9.85,84.25,6.12,66.25,grapes
117.24,124.85,201.42,18.81,79.61,5.91,71.18,grapes
116.13,143.36,201.07,26.71,84.68,5.98,66.51,grapes
116.98,135.82,197.66,15.39,82.19,6.51,69.49,grapes
123.04,125.89,201.56,23.07,85.54,5.76,68.1,grapes
115.76,127.71,201.84,11.7,86.41,6.17,64.2,grapes
111.8,131.11,200.71,22.78,86.08,6.44,65.6,grapes
102.85,137.66,204.21,27.14,82.28,5.97,63.31,grapes
126.43,124.05,199.25,15.97,85.32,5.91,68.16,grapes
120.22,126.33,201.57,23.61,82.53,6.56,69.29,grapes
